,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,images
59,-21567.51348415461,-4966.979218449909,-8253.104285903664,13625.567986361635,-3942.832630788696,499.6130718728492,702.5887015992136,-2548.94261949466,-429.2182304231774,167.5895783441395,2988.573784018335,-732.4247612600483,2259.7307704271875,1270.175564038556,-609.0554737406015,PL17_126maybel-l1-s4-f4-c2-d1.png
60,475.775230616162,16491.288330514948,606.1316199345578,-5670.369564432895,-2722.419904143719,4029.6655658781897,2846.95557636455,-795.3917355491819,-408.39802504386114,3297.6162555225987,-1254.5990799361527,1495.4735409159634,-1181.6950133338576,-1021.8198638703032,185.32350369354788,PL22_0375abeuvi-l6.png
61,-6581.048086577311,-6403.699874780032,4948.971282658915,24.074725885080593,2337.015172002403,-617.8815163088852,423.29466893218057,-1097.2999627364406,-53.02913736668845,-350.8139088192504,-100.2448555507503,1200.2450351088219,-1.985932341970603,831.7657150687083,-320.48568664282914,PL22_0226pueboc-l6.png
62,7596.471673299382,11422.751529144463,-8158.370498828345,1413.76731057933,689.9690917347114,1278.622581238018,-2968.260439342079,-1181.4921752901712,-1050.4200297196437,-103.57552010076527,-2349.542430608191,862.2441433781783,1049.7650276819522,497.0171242810506,-450.4861053685486,PL22_0041uniboc-l4.png
63,-12885.385329906536,-12102.64623137965,-9231.679465250523,24830.109509619433,-14320.752030247859,-1025.154907134537,4762.5631605936205,-5662.217647600689,-3886.468791147412,6544.339167322403,2373.2262727964758,-847.3240973742645,-2185.709663742757,-3115.2826917530824,-703.8537874779172,PL17_121maybel-l5-s4-f4-c2-d1.png
64,19583.789251324088,13333.883121277775,-1639.1687199719124,5775.216449720066,-151.4551794666114,679.1451106264584,1385.5504598973516,3534.045197395624,463.39810906879455,-570.1620222178203,-692.9800200344041,-2765.8612423008153,2927.291004117833,11.968479081911514,-770.4595591951793,PL22_0145puetob-l5.png
65,-4691.2756780953705,-8852.312207600715,5901.8520149320375,11480.762290683575,667.0109914926151,345.95284774184483,1452.9730871458726,-2318.4252411986045,3758.086386681029,-1768.3505573199573,-869.8634015480663,2163.733671601657,-1045.031690362605,310.79863274890226,-363.6990095433035,PL22_0309induvi-l10.png
66,5199.519726330454,11981.607865105057,4793.895807676743,6322.064371038347,3721.312352124649,-710.5223394929274,-95.95699210439136,4297.108842444114,2468.8536126920476,50.66517620912205,3683.4294476047457,280.60592049724755,46.914488191562256,-2760.385280425204,-2195.927338159114,PL22_0117puetob-l3.png
67,1419.4057639568932,11426.255742808822,2660.160673218813,3356.835974305889,2360.86958038943,-1582.8439500086383,-82.40275073230599,1129.9917114239195,1297.582254744437,645.1325648561442,65.77748623151474,-101.837048560404,189.86548728298064,-244.06162906657084,2071.8932819965876,PL22_0120puetob-l4.png
68,9768.526699474842,5636.998815589553,4598.501485204947,8212.06565517859,1330.2224536154206,1125.8100161235998,-1511.651401823274,5469.232537945192,1328.6479911128938,-1138.4036038523511,4017.8003676828434,1045.790490347876,2289.808738422226,-540.953356013188,-1959.5764056673302,PL22_0124puetob-l1.png
69,-3404.5181721419676,7935.626937639803,550.76927641889,8330.0810133192,382.5904506432255,-4998.857780782442,-1856.3397428600786,3145.793106866661,4141.701929609105,-1456.1094496875462,2449.517828452663,-1292.3727378867832,-1518.5296061960378,-472.0896468138327,-2813.4740058468224,PL22_0355induvi-l5.png
70,11139.79899072887,14864.727490287229,-2461.235487047499,-2025.0350507888659,-2393.862220207596,-1320.1333644868148,953.5029838716945,-2252.7354156678384,3304.6596214487195,-2064.864732880465,-1422.167535493946,-1560.405277411768,-1345.033292584923,-531.4308200663504,-512.4226125306823,PL22_0474casver-l3.png
71,-6188.755200821515,2209.620328291373,3607.862689205353,-5967.223066993213,-5281.566126900661,2180.2778398558958,-3764.7282849154526,-2049.686919826128,-322.53797612573425,1585.3012332333983,414.8227488509879,-432.60814315816276,644.5697970135626,-505.9798267438904,216.84220479918415,PL22_0374abeuvi-l2.png
72,-22305.36292608623,932.5991780898374,-4036.011664892003,-210.64115189423367,2297.6238020418873,-2610.2325086910905,835.952386951693,1146.6940027809517,-95.53881741389256,533.2594036994783,-56.39949324309064,228.46417958121432,304.7417442817396,889.2569425177389,-91.87323794201963,PL22_0186nigboc-l4.png
73,2032.2851559850046,11080.292061619588,1768.0583598118608,5533.51544614068,1230.5898861532007,802.7031005580019,1342.7948798575492,4266.197929797074,2098.747591140858,-1785.5763912437271,1082.6034567353665,453.46828185289996,933.1791049517874,-919.4265835071345,-1436.900445863799,PL22_0131puetob-l1.png
74,5543.300190622331,-4628.365041551992,5210.100364102874,1810.7173316418766,2978.7714316165893,2508.8450263770333,1145.693108380533,-1046.5570470542011,-507.8621793022936,720.1627649377964,-891.934614629089,146.91189326986836,-1706.8260657499636,-201.48051288935457,-1799.9622141975135,PL22_0212pueboc-l5.png
75,811.2771944697014,-3627.2620147266653,6537.897115382557,867.5796214642213,2020.4799883781534,296.4665716905757,-2146.769049062783,-1550.0866727342507,-299.0913725316977,676.3006191487804,-2888.102888771956,998.0802717351306,132.38881583947762,261.329457536119,-317.04707704139264,PL22_0359pueuvi-l1.png
76,30533.06469798938,-8111.434361925754,-8289.813935037157,-6169.9314205751625,4284.276641122237,646.7963916923609,-769.5557474036005,-1145.440518924682,133.06604942019013,-694.349846420858,35.47930004897248,-395.85511951639694,-3421.033268041105,-172.60092833072073,1565.3795187647806,PL17_162uniflo-l2-s4-f4-c2-d1.png
77,-783.9810342965839,-1358.626356960041,876.1681770565314,-4638.215128356737,-3458.0942724567876,504.90903510976204,1474.6810768332227,-3125.475266223138,3073.935476186337,-3943.352672688309,1189.102173887737,-1803.252140333831,-327.97442134499056,-152.2378665034259,-1087.9786064897312,PL22_0472casver-l6.png
78,26434.744339011675,-10129.62857938819,-7290.12719059713,-1196.6158463227644,-678.1857380545758,-1169.6606302662537,-1708.31558798724,-555.5654291272543,-1139.6161122497513,-765.3827463717719,-230.73895509847952,1927.4585157510671,-792.5471647329836,333.2150630093577,-720.3218215196808,PL22_0288uniboc-l3.png
79,-13277.346074785537,3266.9934128987325,-1024.9105341004404,-5804.441397410812,244.94660066211188,2131.4901983117406,-1420.9263879632538,-1393.2051511704617,-407.9351569465564,1674.3790341112717,12.543604670393304,1347.0311354465446,-1365.6441817921093,-379.0523441172794,-355.5471180405956,PL22_0384abeuvi-l5.png
80,7561.151666395007,4303.924581516466,4771.943455556451,-138.99518638143107,-659.7622656383913,2953.765528068334,1773.4792195963846,-663.2219764144324,-3960.8491034715266,-1973.182918653416,-1803.5628548403683,-1359.8352736593545,-1054.9997432825455,-466.09025319125703,-513.3783627871317,PL22_0076pueboc-l9.png
81,-18966.20534718114,-788.0613518418074,1996.315131529847,-2038.174624156219,-3802.2963823845503,763.8519103325749,-930.1048719102843,649.2167730877933,-925.992519320132,1147.7250290253833,-390.8067914735361,-36.14041819193003,262.3693390867644,-684.2968194186701,297.5268662559539,PL22_0282abeboc-l3.png
82,-24966.32433898462,1573.3836392875603,-3024.6476604666295,-3002.0923579711816,3013.495383347245,-3021.460005998525,495.76384357142166,105.44848408115176,511.30431656288766,975.6289120518608,-790.2531206766505,882.3513151805915,296.679922864805,-202.5061208507416,-294.95283781994294,PL22_0462atlver-l1.png
83,-16458.605831433186,-4888.255539824622,-1398.8432267549338,132.95890547260765,52.50833803019,-704.0763734821007,1784.9298704435232,1291.8229708416522,-388.4194912650145,-597.105057180985,282.6975239363338,-88.52521757148712,694.6274573976949,-558.8556878992474,438.53196209388835,PL22_0089nigboc-l6.png
84,37425.047146534256,-11259.675954004273,-9434.340936974037,-2994.449372004289,-2118.2304607360034,-5652.22448858867,-2236.2889613182865,-584.5494817755206,1801.7848754696106,1677.9466213311869,-2026.5434793239622,1533.1690004563873,-1656.514611780803,-2130.8818178665815,660.8739336885384,PL22_0413uniuvi-l3.png
85,-20446.549014702,3463.0933654832775,-3922.7726773439886,-599.9978650325783,2494.9083931332725,-1718.9508009387043,143.9437999636308,688.9773532065174,989.9364047224027,519.6212409117312,-763.3443202119005,549.4801600327389,1514.0364693494337,-622.9853083591112,109.12789867918478,PL22_0342niguvi-l4.png
86,21691.13180247525,18844.450798028887,-8202.080003312321,1682.3219765805648,-183.68351057442356,-466.64277732261553,1082.4510412865611,1097.381736957975,432.8399758323817,-212.94900296607332,-2258.050480953654,1920.0825365781552,909.552502921539,935.3314467685439,191.46608945528462,PL22_0361uniuvi-l5.png
87,11464.106281605602,-5860.694485282377,4575.518380997371,1959.1725595709718,5120.3063023499135,3397.0954205487697,-136.92196397457533,-1580.2977528107717,-2169.776541142064,-274.16056249920615,914.9822747383303,-884.5249164246557,-1203.9835223077725,-859.2349423941527,-1243.0855807577543,PL22_0019pueboc-l3.png
88,21224.45242251247,-14834.176831203094,17459.95487251661,2939.709673769914,151.5470287749336,-2523.736674823893,3036.2839309880633,48.08903050803553,1297.146991525489,4407.4891170594565,-4407.771971653156,1605.3413842957004,3357.545419060612,1878.9586633644892,-33.17367165424369,PL22_0360pueuvi-l2.png
89,1154.1706960878769,15170.774307681473,1723.428527537611,-5434.3417105577155,-2830.573774344791,679.1939425660422,-351.0424338373751,-2191.6663176958136,-1310.8905849989126,2246.1274968372804,62.6529991906778,-168.25301444443411,-867.8107744003539,-76.70618111641782,888.7788485974974,PL22_0294abeboc-l3.png
